eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970001787,2014,2,4,Japan,East Asia,Tokyo,Assassination,Military,Domestic militant cell,Explosives,9,33,Improvised explosive device targeting military detonated in Tokyo; Domestic militant cell suspected.
1970001788,2014,1,24,United States,North America,Boston,Bombing/Explosion,Military,Unknown,Firearms,163,350,Bombing/Explosion targeting Military in Boston; 163 fatalities. Claim by Unknown.
1970001789,2014,5,5,United States,North America,Washington,Facility/Infrastructure Attack,Utilities,Eco-radical cell,Vehicle (non-explosive),0,1,Facility/Infrastructure Attack targeting Utilities in Washington; 0 fatalities. Claim by Eco-radical cell.
1970001790,2014,4,7,Mexico,North America,Mexico City,Assassination,Military,Eco-radical cell,Vehicle (non-explosive),3,2,Eco-radical cell attacked Military in Mexico City using vehicle (non-explosive). 3 killed and 2 wounded reported.
1970001791,2014,7,9,United States,North America,Boston,Armed Assault,Utilities,Eco-radical cell,Firearms,10,31,"Eco-radical cell conducted a Armed Assault on a utilities target in Boston, causing 10 deaths."
1970001792,2014,5,7,Colombia,South America,Bogotá,Facility/Infrastructure Attack,Police,Unknown,Vehicle (non-explosive),9,40,Unknown attacked Police in Bogotá using vehicle (non-explosive). 9 killed and 40 wounded reported.
1970001793,2014,9,6,Colombia,South America,Cali,Hostage Taking (Kidnapping),Government (General),ELN,Melee,1,4,ELN attacked Government (General) in Cali using melee. 1 killed and 4 wounded reported.
1970001794,2014,6,10,Argentina,South America,Buenos Aires,Hostage Taking (Kidnapping),Journalists & Media,FARC-EP dissidents,Vehicle (non-explosive),22,467,Hostage Taking (Kidnapping) targeting Journalists & Media in Buenos Aires; 22 fatalities. Claim by FARC-EP dissidents.
1970001795,2014,10,26,Chile,South America,Valparaíso,Bombing/Explosion,Terrorists/Non-State Militia,Shining Path remnants,Incendiary,1,6,"Shining Path remnants conducted a Bombing/Explosion on a terrorists/non-state militia target in Valparaíso, causing 1 deaths."
1970001796,2014,1,20,Honduras,Central America & Caribbean,Tegucigalpa,Bombing/Explosion,Private Citizens & Property,Unknown,Melee,2,1,Improvised explosive device targeting private citizens & property detonated in Tegucigalpa; Unknown suspected.
1970001797,2014,12,9,Honduras,Central America & Caribbean,Tegucigalpa,Hijacking,NGO,Local insurgent cell,Vehicle (non-explosive),2,0,Hijacking targeting NGO in Tegucigalpa; 2 fatalities. Claim by Local insurgent cell.
1970001798,2014,2,24,El Salvador,Central America & Caribbean,San Salvador,Hostage Taking (Kidnapping),Private Citizens & Property,Local insurgent cell,Chemical,4,20,Hostage Taking (Kidnapping) targeting Private Citizens & Property in San Salvador; 4 fatalities. Claim by Local insurgent cell.
1970001799,2014,10,10,Cuba,Central America & Caribbean,Havana,Assassination,Private Citizens & Property,Local insurgent cell,Incendiary,2,8,Coordinated Assassination on Private Citizens & Property in Havana. Attribution to Local insurgent cell.
1970001800,2015,1,7,Germany,Western Europe,Hamburg,Hijacking,Utilities,Anarchist cell,Vehicle (non-explosive),64,69,"Anarchist cell conducted a Hijacking on a utilities target in Hamburg, causing 64 deaths."
1970001801,2015,2,2,Belgium,Western Europe,Brussels,Assassination,Business,Far-right cell,Explosives,53,259,Coordinated Assassination on Business in Brussels. Attribution to Far-right cell.
1970001802,2015,2,2,Spain,Western Europe,Madrid,Bombing/Explosion,Transportation,Far-right cell,Sabotage Equipment,0,10,Coordinated Bombing/Explosion on Transportation in Madrid. Attribution to Far-right cell.
1970001803,2015,1,10,France,Western Europe,Nice,Hijacking,Military,Far-right cell,Firearms,10,19,Hijacking targeting Military in Nice; 10 fatalities. Claim by Far-right cell.
1970001804,2015,11,10,Ukraine,Eastern Europe,Odesa,Facility/Infrastructure Attack,Government (General),Far-right militia,Sabotage Equipment,2,10,Far-right militia attacked Government (General) in Odesa using sabotage equipment. 2 killed and 10 wounded reported.
1970001805,2015,8,17,Romania,Eastern Europe,Bucharest,Hostage Taking (Kidnapping),Educational Institution,Far-right militia,Incendiary,21,23,Improvised explosive device targeting educational institution detonated in Bucharest; Far-right militia suspected.
1970001806,2015,12,22,Russia,Eastern Europe,St Petersburg,Hijacking,Journalists & Media,Russian-backed separatists,Chemical,1,3,Russian-backed separatists attacked Journalists & Media in St Petersburg using chemical. 1 killed and 3 wounded reported.
1970001807,2015,10,11,Romania,Eastern Europe,Bucharest,Unarmed Assault,Transportation,Chechen militants,Incendiary,2,10,Coordinated Unarmed Assault on Transportation in Bucharest. Attribution to Chechen militants.
1970001808,2015,5,11,Egypt,Middle East & North Africa,Sinai,Hostage Taking (Kidnapping),Religious Figures/Institutions,Hamas-aligned,Chemical,0,4,Hostage Taking (Kidnapping) targeting Religious Figures/Institutions in Sinai; 0 fatalities. Claim by Hamas-aligned.
1970001809,2015,6,16,Syria,Middle East & North Africa,Homs,Hostage Taking (Kidnapping),Transportation,Hezbollah-aligned,Incendiary,0,4,Coordinated Hostage Taking (Kidnapping) on Transportation in Homs. Attribution to Hezbollah-aligned.
1970001810,2015,1,18,Yemen,Middle East & North Africa,Sana'a,Facility/Infrastructure Attack,Private Citizens & Property,Local jihadist cell,Firearms,13,31,Local jihadist cell attacked Private Citizens & Property in Sana'a using firearms. 13 killed and 31 wounded reported.
1970001811,2015,1,9,Syria,Middle East & North Africa,Aleppo,Unarmed Assault,NGO,PKK-aligned,Explosives,2,21,"PKK-aligned conducted a Unarmed Assault on a ngo target in Aleppo, causing 2 deaths."
1970001812,2015,9,14,Sudan,Sub-Saharan Africa,Darfur,Armed Assault,Educational Institution,ADF,Sabotage Equipment,0,6,Armed Assault targeting Educational Institution in Darfur; 0 fatalities. Claim by ADF.
1970001813,2015,5,12,Ethiopia,Sub-Saharan Africa,Addis Ababa,Bombing/Explosion,Educational Institution,Unknown,Firearms,2,7,Coordinated Bombing/Explosion on Educational Institution in Addis Ababa. Attribution to Unknown.
1970001814,2015,6,10,South Africa,Sub-Saharan Africa,Johannesburg,Assassination,Business,Unknown,Explosives,0,3,Assassination targeting Business in Johannesburg; 0 fatalities. Claim by Unknown.
1970001815,2015,6,2,Kenya,Sub-Saharan Africa,Garissa,Assassination,Business,Al-Shabaab,Incendiary,1,10,Improvised explosive device targeting business detonated in Garissa; Al-Shabaab suspected.
1970001816,2015,6,9,India,South Asia,Bangalore,Hostage Taking (Kidnapping),Government (General),Unknown,Melee,3,5,"Unknown conducted a Hostage Taking (Kidnapping) on a government (general) target in Bangalore, causing 3 deaths."
1970001817,2015,10,28,Bangladesh,South Asia,Dhaka,Unarmed Assault,Journalists & Media,Tehrik-i-Taliban Pakistan,Explosives,7,35,"Tehrik-i-Taliban Pakistan conducted a Unarmed Assault on a journalists & media target in Dhaka, causing 7 deaths."
1970001818,2015,6,20,Pakistan,South Asia,Peshawar,Bombing/Explosion,Government (General),Lashkar-e-Taiba,Melee,0,4,Coordinated Bombing/Explosion on Government (General) in Peshawar. Attribution to Lashkar-e-Taiba.
1970001819,2015,8,8,India,South Asia,New Delhi,Facility/Infrastructure Attack,Transportation,Unknown,Melee,1,10,"Unknown conducted a Facility/Infrastructure Attack on a transportation target in New Delhi, causing 1 deaths."
1970001820,2015,2,26,Philippines,Southeast Asia,Manila,Hostage Taking (Kidnapping),Private Citizens & Property,MILF dissidents,Firearms,3,6,MILF dissidents attacked Private Citizens & Property in Manila using firearms. 3 killed and 6 wounded reported.
1970001821,2015,7,5,Philippines,Southeast Asia,Sulu,Hijacking,Police,MILF dissidents,Chemical,163,389,Improvised explosive device targeting police detonated in Sulu; MILF dissidents suspected.
1970001822,2015,6,27,Indonesia,Southeast Asia,Jakarta,Bombing/Explosion,Transportation,MILF dissidents,Explosives,1,3,"MILF dissidents conducted a Bombing/Explosion on a transportation target in Jakarta, causing 1 deaths."
1970001823,2015,5,27,Myanmar,Southeast Asia,Yangon,Unarmed Assault,Business,MILF dissidents,Melee,166,55,Unarmed Assault targeting Business in Yangon; 166 fatalities. Claim by MILF dissidents.
1970001824,2015,1,11,Japan,East Asia,Osaka,Hijacking,Transportation,Unknown,Explosives,0,6,Coordinated Hijacking on Transportation in Osaka. Attribution to Unknown.
1970001825,2015,4,16,Japan,East Asia,Osaka,Hijacking,Journalists & Media,Domestic militant cell,Firearms,0,5,Hijacking targeting Journalists & Media in Osaka; 0 fatalities. Claim by Domestic militant cell.
1970001826,2015,5,19,Japan,East Asia,Osaka,Bombing/Explosion,Transportation,Unknown,Explosives,3,1,Bombing/Explosion targeting Transportation in Osaka; 3 fatalities. Claim by Unknown.
1970001827,2015,9,21,South Korea,East Asia,Busan,Hostage Taking (Kidnapping),Police,Domestic militant cell,Melee,1,7,Improvised explosive device targeting police detonated in Busan; Domestic militant cell suspected.
1970001828,2015,5,11,Mexico,North America,Tijuana,Facility/Infrastructure Attack,Military,Lone-wolf attacker,Explosives,0,9,"Lone-wolf attacker conducted a Facility/Infrastructure Attack on a military target in Tijuana, causing 0 deaths."
1970001829,2015,2,26,Mexico,North America,Tijuana,Assassination,Religious Figures/Institutions,Eco-radical cell,Incendiary,3,1,"Eco-radical cell conducted a Assassination on a religious figures/institutions target in Tijuana, causing 3 deaths."
1970001830,2015,11,9,Mexico,North America,Juárez,Hostage Taking (Kidnapping),Educational Institution,Lone-wolf attacker,Firearms,3,4,Coordinated Hostage Taking (Kidnapping) on Educational Institution in Juárez. Attribution to Lone-wolf attacker.
1970001831,2015,3,27,Canada,North America,Montreal,Bombing/Explosion,Business,Eco-radical cell,Vehicle (non-explosive),0,2,Improvised explosive device targeting business detonated in Montreal; Eco-radical cell suspected.
1970001832,2015,6,24,Argentina,South America,Buenos Aires,Armed Assault,NGO,FARC-EP dissidents,Explosives,11,31,"FARC-EP dissidents conducted a Armed Assault on a ngo target in Buenos Aires, causing 11 deaths."
1970001833,2015,8,9,Peru,South America,Ayacucho,Hostage Taking (Kidnapping),Military,ELN,Firearms,1,5,ELN attacked Military in Ayacucho using firearms. 1 killed and 5 wounded reported.
1970001834,2015,10,1,Colombia,South America,Cali,Facility/Infrastructure Attack,Transportation,FARC-EP dissidents,Sabotage Equipment,10,37,"FARC-EP dissidents conducted a Facility/Infrastructure Attack on a transportation target in Cali, causing 10 deaths."
1970001835,2015,12,17,Argentina,South America,Rosario,Armed Assault,Transportation,FARC-EP dissidents,Vehicle (non-explosive),0,8,"FARC-EP dissidents conducted a Armed Assault on a transportation target in Rosario, causing 0 deaths."
1970001836,2015,4,1,Honduras,Central America & Caribbean,Tegucigalpa,Hostage Taking (Kidnapping),Journalists & Media,Unknown,Incendiary,3,5,Hostage Taking (Kidnapping) targeting Journalists & Media in Tegucigalpa; 3 fatalities. Claim by Unknown.
1970001837,2015,10,14,El Salvador,Central America & Caribbean,San Salvador,Armed Assault,Police,MS-13 splinter,Firearms,3,3,Coordinated Armed Assault on Police in San Salvador. Attribution to MS-13 splinter.
1970001838,2015,5,12,Cuba,Central America & Caribbean,Havana,Assassination,Terrorists/Non-State Militia,MS-13 splinter,Explosives,0,3,Improvised explosive device targeting terrorists/non-state militia detonated in Havana; MS-13 splinter suspected.
1970001839,2015,11,8,Cuba,Central America & Caribbean,Havana,Facility/Infrastructure Attack,Transportation,MS-13 splinter,Vehicle (non-explosive),2,8,MS-13 splinter attacked Transportation in Havana using vehicle (non-explosive). 2 killed and 8 wounded reported.
1970001840,2016,11,18,Italy,Western Europe,Milan,Assassination,Government (General),Anarchist cell,Incendiary,2,1,Assassination targeting Government (General) in Milan; 2 fatalities. Claim by Anarchist cell.
1970001841,2016,12,26,Germany,Western Europe,Hamburg,Hostage Taking (Kidnapping),Government (General),IRA-aligned militants,Explosives,2,8,Improvised explosive device targeting government (general) detonated in Hamburg; IRA-aligned militants suspected.
1970001842,2016,6,4,Germany,Western Europe,Berlin,Unarmed Assault,Military,Far-right cell,Firearms,0,6,Improvised explosive device targeting military detonated in Berlin; Far-right cell suspected.
1970001843,2016,9,11,Spain,Western Europe,Madrid,Bombing/Explosion,Government (General),IRA-aligned militants,Sabotage Equipment,2,5,IRA-aligned militants attacked Government (General) in Madrid using sabotage equipment. 2 killed and 5 wounded reported.
1970001844,2016,10,10,Ukraine,Eastern Europe,Odesa,Hijacking,Terrorists/Non-State Militia,Unknown,Sabotage Equipment,0,7,Coordinated Hijacking on Terrorists/Non-State Militia in Odesa. Attribution to Unknown.
1970001845,2016,4,11,Poland,Eastern Europe,Krakow,Armed Assault,Religious Figures/Institutions,Russian-backed separatists,Incendiary,1,3,Armed Assault targeting Religious Figures/Institutions in Krakow; 1 fatalities. Claim by Russian-backed separatists.
1970001846,2016,1,26,Ukraine,Eastern Europe,Kyiv,Facility/Infrastructure Attack,Private Citizens & Property,Far-right militia,Vehicle (non-explosive),1,6,Facility/Infrastructure Attack targeting Private Citizens & Property in Kyiv; 1 fatalities. Claim by Far-right militia.
1970001847,2016,2,24,Poland,Eastern Europe,Gdansk,Facility/Infrastructure Attack,Journalists & Media,Chechen militants,Explosives,0,2,Facility/Infrastructure Attack targeting Journalists & Media in Gdansk; 0 fatalities. Claim by Chechen militants.
1970001848,2016,8,18,Libya,Middle East & North Africa,Tripoli,Assassination,Government (General),Houthi militants,Incendiary,2,3,Improvised explosive device targeting government (general) detonated in Tripoli; Houthi militants suspected.
1970001849,2016,12,25,Libya,Middle East & North Africa,Benghazi,Hijacking,NGO,ISIL-affiliated,Chemical,72,23,Hijacking targeting NGO in Benghazi; 72 fatalities. Claim by ISIL-affiliated.
1970001850,2016,7,21,Libya,Middle East & North Africa,Tripoli,Facility/Infrastructure Attack,Utilities,Hamas-aligned,Sabotage Equipment,0,9,Hamas-aligned attacked Utilities in Tripoli using sabotage equipment. 0 killed and 9 wounded reported.
1970001851,2016,3,19,Yemen,Middle East & North Africa,Hodeidah,Hostage Taking (Kidnapping),Religious Figures/Institutions,PKK-aligned,Melee,0,6,Coordinated Hostage Taking (Kidnapping) on Religious Figures/Institutions in Hodeidah. Attribution to PKK-aligned.
1970001852,2016,10,28,Somalia,Sub-Saharan Africa,Mogadishu,Facility/Infrastructure Attack,Government (General),Boko Haram,Melee,3,10,"Boko Haram conducted a Facility/Infrastructure Attack on a government (general) target in Mogadishu, causing 3 deaths."
1970001853,2016,3,7,Nigeria,Sub-Saharan Africa,Lagos,Hostage Taking (Kidnapping),Utilities,Unknown,Melee,2,4,Hostage Taking (Kidnapping) targeting Utilities in Lagos; 2 fatalities. Claim by Unknown.
1970001854,2016,4,16,Somalia,Sub-Saharan Africa,Kismayo,Hijacking,Journalists & Media,JNIM-affiliated,Chemical,3,2,Coordinated Hijacking on Journalists & Media in Kismayo. Attribution to JNIM-affiliated.
1970001855,2016,4,10,Kenya,Sub-Saharan Africa,Garissa,Assassination,NGO,Boko Haram,Vehicle (non-explosive),14,20,"Boko Haram conducted a Assassination on a ngo target in Garissa, causing 14 deaths."
1970001856,2016,7,5,Pakistan,South Asia,Islamabad,Unarmed Assault,Military,Lashkar-e-Taiba,Firearms,3,15,Improvised explosive device targeting military detonated in Islamabad; Lashkar-e-Taiba suspected.
1970001857,2016,7,4,Bangladesh,South Asia,Dhaka,Hijacking,Military,Maoist insurgents,Incendiary,4,35,Maoist insurgents attacked Military in Dhaka using incendiary. 4 killed and 35 wounded reported.
1970001858,2016,6,5,Afghanistan,South Asia,Kabul,Unarmed Assault,Business,Maoist insurgents,Vehicle (non-explosive),1,10,Maoist insurgents attacked Business in Kabul using vehicle (non-explosive). 1 killed and 10 wounded reported.
1970001859,2016,5,12,India,South Asia,Mumbai,Hijacking,Business,Taliban-affiliated,Sabotage Equipment,1,9,Improvised explosive device targeting business detonated in Mumbai; Taliban-affiliated suspected.
1970001860,2016,2,6,Philippines,Southeast Asia,Mindanao,Armed Assault,Military,Abu Sayyaf Group,Firearms,0,6,Coordinated Armed Assault on Military in Mindanao. Attribution to Abu Sayyaf Group.
1970001861,2016,2,16,Indonesia,Southeast Asia,Bali,Hijacking,Private Citizens & Property,Abu Sayyaf Group,Firearms,15,40,Coordinated Hijacking on Private Citizens & Property in Bali. Attribution to Abu Sayyaf Group.
1970001862,2016,10,18,Myanmar,Southeast Asia,Rakhine,Bombing/Explosion,Police,Abu Sayyaf Group,Vehicle (non-explosive),6,16,Bombing/Explosion targeting Police in Rakhine; 6 fatalities. Claim by Abu Sayyaf Group.
1970001863,2016,5,2,Myanmar,Southeast Asia,Mandalay,Facility/Infrastructure Attack,Educational Institution,Abu Sayyaf Group,Chemical,3,1,Abu Sayyaf Group attacked Educational Institution in Mandalay using chemical. 3 killed and 1 wounded reported.
1970001864,2016,4,28,Taiwan,East Asia,Taipei,Hijacking,Transportation,Domestic militant cell,Explosives,7,26,Hijacking targeting Transportation in Taipei; 7 fatalities. Claim by Domestic militant cell.
1970001865,2016,5,3,China,East Asia,Shanghai,Armed Assault,Police,Domestic militant cell,Melee,1,8,Coordinated Armed Assault on Police in Shanghai. Attribution to Domestic militant cell.
1970001866,2016,11,2,Taiwan,East Asia,Taipei,Unarmed Assault,Police,Domestic militant cell,Melee,2,1,Improvised explosive device targeting police detonated in Taipei; Domestic militant cell suspected.
1970001867,2016,9,21,South Korea,East Asia,Seoul,Facility/Infrastructure Attack,Journalists & Media,Unknown,Explosives,2,10,Unknown attacked Journalists & Media in Seoul using explosives. 2 killed and 10 wounded reported.
1970001868,2016,8,17,Mexico,North America,Mexico City,Hostage Taking (Kidnapping),Utilities,Unknown,Incendiary,3,5,Improvised explosive device targeting utilities detonated in Mexico City; Unknown suspected.
1970001869,2016,10,24,United States,North America,New York,Facility/Infrastructure Attack,Military,Far-right cell,Explosives,3,3,Coordinated Facility/Infrastructure Attack on Military in New York. Attribution to Far-right cell.
1970001870,2016,4,1,United States,North America,Boston,Hostage Taking (Kidnapping),Business,Eco-radical cell,Explosives,3,7,Eco-radical cell attacked Business in Boston using explosives. 3 killed and 7 wounded reported.
1970001871,2016,1,21,Canada,North America,Ottawa,Hostage Taking (Kidnapping),Utilities,Unknown,Vehicle (non-explosive),3,3,Coordinated Hostage Taking (Kidnapping) on Utilities in Ottawa. Attribution to Unknown.
1970001872,2016,8,27,Colombia,South America,Bogotá,Facility/Infrastructure Attack,Government (General),Unknown,Explosives,1,8,Facility/Infrastructure Attack targeting Government (General) in Bogotá; 1 fatalities. Claim by Unknown.
1970001873,2016,2,17,Brazil,South America,São Paulo,Hostage Taking (Kidnapping),Private Citizens & Property,Shining Path remnants,Firearms,0,9,Hostage Taking (Kidnapping) targeting Private Citizens & Property in São Paulo; 0 fatalities. Claim by Shining Path remnants.
1970001874,2016,9,20,Colombia,South America,Medellín,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,Explosives,3,5,"Unknown conducted a Facility/Infrastructure Attack on a religious figures/institutions target in Medellín, causing 3 deaths."
1970001875,2016,10,5,Brazil,South America,São Paulo,Facility/Infrastructure Attack,Police,Shining Path remnants,Sabotage Equipment,0,3,Improvised explosive device targeting police detonated in São Paulo; Shining Path remnants suspected.
1970001876,2016,6,2,Cuba,Central America & Caribbean,Havana,Hostage Taking (Kidnapping),NGO,MS-13 splinter,Firearms,10,34,Hostage Taking (Kidnapping) targeting NGO in Havana; 10 fatalities. Claim by MS-13 splinter.
1970001877,2016,5,20,Cuba,Central America & Caribbean,Havana,Facility/Infrastructure Attack,Business,Local insurgent cell,Firearms,3,1,Local insurgent cell attacked Business in Havana using firearms. 3 killed and 1 wounded reported.
1970001878,2016,3,6,El Salvador,Central America & Caribbean,San Salvador,Hostage Taking (Kidnapping),Military,Unknown,Incendiary,15,28,Hostage Taking (Kidnapping) targeting Military in San Salvador; 15 fatalities. Claim by Unknown.
1970001879,2016,5,8,Cuba,Central America & Caribbean,Havana,Hostage Taking (Kidnapping),Business,Unknown,Explosives,3,2,Hostage Taking (Kidnapping) targeting Business in Havana; 3 fatalities. Claim by Unknown.
1970001880,2017,5,6,United Kingdom,Western Europe,London,Armed Assault,Police,IRA-aligned militants,Sabotage Equipment,1,5,Coordinated Armed Assault on Police in London. Attribution to IRA-aligned militants.
1970001881,2017,1,13,Italy,Western Europe,Rome,Bombing/Explosion,Military,Basque separatist faction,Firearms,1,1,Coordinated Bombing/Explosion on Military in Rome. Attribution to Basque separatist faction.
1970001882,2017,1,27,Spain,Western Europe,Madrid,Armed Assault,Military,Basque separatist faction,Melee,10,39,Coordinated Armed Assault on Military in Madrid. Attribution to Basque separatist faction.
1970001883,2017,2,23,United Kingdom,Western Europe,Manchester,Bombing/Explosion,Government (General),Far-right cell,Chemical,0,0,Bombing/Explosion targeting Government (General) in Manchester; 0 fatalities. Claim by Far-right cell.
1970001884,2017,5,19,Poland,Eastern Europe,Gdansk,Unarmed Assault,Utilities,Far-right militia,Melee,2,6,Improvised explosive device targeting utilities detonated in Gdansk; Far-right militia suspected.
1970001885,2017,5,24,Russia,Eastern Europe,St Petersburg,Hijacking,Government (General),Chechen militants,Firearms,1,6,Chechen militants attacked Government (General) in St Petersburg using firearms. 1 killed and 6 wounded reported.
1970001886,2017,1,20,Poland,Eastern Europe,Krakow,Bombing/Explosion,Terrorists/Non-State Militia,Unknown,Firearms,1,5,"Unknown conducted a Bombing/Explosion on a terrorists/non-state militia target in Krakow, causing 1 deaths."
1970001887,2017,7,17,Russia,Eastern Europe,St Petersburg,Hijacking,NGO,Far-right militia,Vehicle (non-explosive),12,16,Improvised explosive device targeting ngo detonated in St Petersburg; Far-right militia suspected.
1970001888,2017,4,15,Egypt,Middle East & North Africa,Alexandria,Bombing/Explosion,Police,Hamas-aligned,Incendiary,2,28,Coordinated Bombing/Explosion on Police in Alexandria. Attribution to Hamas-aligned.
1970001889,2017,8,5,Israel,Middle East & North Africa,Sderot,Facility/Infrastructure Attack,Religious Figures/Institutions,Hamas-aligned,Vehicle (non-explosive),6,6,Hamas-aligned attacked Religious Figures/Institutions in Sderot using vehicle (non-explosive). 6 killed and 6 wounded reported.
1970001890,2017,10,11,Israel,Middle East & North Africa,Haifa,Bombing/Explosion,Police,Hamas-aligned,Chemical,1,2,Hamas-aligned attacked Police in Haifa using chemical. 1 killed and 2 wounded reported.
1970001891,2017,11,28,Lebanon,Middle East & North Africa,Sidon,Hijacking,Private Citizens & Property,Local jihadist cell,Chemical,3,10,Improvised explosive device targeting private citizens & property detonated in Sidon; Local jihadist cell suspected.
1970001892,2017,7,1,South Africa,Sub-Saharan Africa,Cape Town,Facility/Infrastructure Attack,Government (General),Boko Haram,Incendiary,2,5,Boko Haram attacked Government (General) in Cape Town using incendiary. 2 killed and 5 wounded reported.
1970001893,2017,1,18,Mali,Sub-Saharan Africa,Timbuktu,Hostage Taking (Kidnapping),Transportation,Unknown,Incendiary,2,0,"Unknown conducted a Hostage Taking (Kidnapping) on a transportation target in Timbuktu, causing 2 deaths."
1970001894,2017,4,3,Nigeria,Sub-Saharan Africa,Lagos,Unarmed Assault,Journalists & Media,Boko Haram,Explosives,3,3,"Boko Haram conducted a Unarmed Assault on a journalists & media target in Lagos, causing 3 deaths."
1970001895,2017,6,4,Kenya,Sub-Saharan Africa,Mombasa,Hijacking,Utilities,ADF,Sabotage Equipment,2,9,Improvised explosive device targeting utilities detonated in Mombasa; ADF suspected.
1970001896,2017,11,18,Pakistan,South Asia,Karachi,Facility/Infrastructure Attack,Educational Institution,Maoist insurgents,Explosives,2,7,"Maoist insurgents conducted a Facility/Infrastructure Attack on a educational institution target in Karachi, causing 2 deaths."
1970001897,2017,1,17,Pakistan,South Asia,Islamabad,Unarmed Assault,Educational Institution,Tehrik-i-Taliban Pakistan,Sabotage Equipment,2,7,"Tehrik-i-Taliban Pakistan conducted a Unarmed Assault on a educational institution target in Islamabad, causing 2 deaths."
1970001898,2017,8,15,India,South Asia,Srinagar,Hostage Taking (Kidnapping),Police,Unknown,Incendiary,1,9,Hostage Taking (Kidnapping) targeting Police in Srinagar; 1 fatalities. Claim by Unknown.
1970001899,2017,10,17,Sri Lanka,South Asia,Jaffna,Bombing/Explosion,Transportation,Lashkar-e-Taiba,Sabotage Equipment,2,7,"Lashkar-e-Taiba conducted a Bombing/Explosion on a transportation target in Jaffna, causing 2 deaths."
1970001900,2017,3,18,Indonesia,Southeast Asia,Jakarta,Hostage Taking (Kidnapping),Religious Figures/Institutions,BIFF,Vehicle (non-explosive),11,32,Improvised explosive device targeting religious figures/institutions detonated in Jakarta; BIFF suspected.
1970001901,2017,4,25,Myanmar,Southeast Asia,Rakhine,Hijacking,Journalists & Media,BIFF,Firearms,1,6,Improvised explosive device targeting journalists & media detonated in Rakhine; BIFF suspected.
1970001902,2017,4,8,Indonesia,Southeast Asia,Jakarta,Unarmed Assault,Private Citizens & Property,Abu Sayyaf Group,Firearms,2,9,Unarmed Assault targeting Private Citizens & Property in Jakarta; 2 fatalities. Claim by Abu Sayyaf Group.
1970001903,2017,3,7,Myanmar,Southeast Asia,Mandalay,Hostage Taking (Kidnapping),Business,Abu Sayyaf Group,Incendiary,0,5,Improvised explosive device targeting business detonated in Mandalay; Abu Sayyaf Group suspected.
1970001904,2017,10,21,South Korea,East Asia,Seoul,Assassination,Educational Institution,Domestic militant cell,Vehicle (non-explosive),3,2,Assassination targeting Educational Institution in Seoul; 3 fatalities. Claim by Domestic militant cell.
1970001905,2017,10,27,Taiwan,East Asia,Kaohsiung,Armed Assault,Utilities,Domestic militant cell,Explosives,0,10,Coordinated Armed Assault on Utilities in Kaohsiung. Attribution to Domestic militant cell.
1970001906,2017,3,2,South Korea,East Asia,Seoul,Hijacking,Military,Domestic militant cell,Incendiary,12,7,Improvised explosive device targeting military detonated in Seoul; Domestic militant cell suspected.
1970001907,2017,8,9,Taiwan,East Asia,Taipei,Bombing/Explosion,NGO,Domestic militant cell,Explosives,2,7,"Domestic militant cell conducted a Bombing/Explosion on a ngo target in Taipei, causing 2 deaths."
1970001908,2017,1,5,Canada,North America,Toronto,Armed Assault,Private Citizens & Property,Unknown,Chemical,2,7,Unknown attacked Private Citizens & Property in Toronto using chemical. 2 killed and 7 wounded reported.
1970001909,2017,6,9,Canada,North America,Toronto,Hostage Taking (Kidnapping),NGO,Unknown,Sabotage Equipment,4,36,Improvised explosive device targeting ngo detonated in Toronto; Unknown suspected.
1970001910,2017,9,6,Mexico,North America,Juárez,Bombing/Explosion,Journalists & Media,Unknown,Explosives,1,8,Coordinated Bombing/Explosion on Journalists & Media in Juárez. Attribution to Unknown.
1970001911,2017,4,16,United States,North America,New York,Unarmed Assault,Religious Figures/Institutions,Far-right cell,Firearms,0,1,Far-right cell attacked Religious Figures/Institutions in New York using firearms. 0 killed and 1 wounded reported.
1970001912,2017,11,20,Brazil,South America,São Paulo,Armed Assault,Educational Institution,ELN,Firearms,2,4,Coordinated Armed Assault on Educational Institution in São Paulo. Attribution to ELN.
1970001913,2017,4,19,Brazil,South America,Rio de Janeiro,Facility/Infrastructure Attack,Business,FARC-EP dissidents,Melee,2,10,FARC-EP dissidents attacked Business in Rio de Janeiro using melee. 2 killed and 10 wounded reported.
1970001914,2017,6,4,Brazil,South America,Rio de Janeiro,Facility/Infrastructure Attack,Utilities,Unknown,Firearms,3,7,Coordinated Facility/Infrastructure Attack on Utilities in Rio de Janeiro. Attribution to Unknown.
1970001915,2017,8,3,Chile,South America,Santiago,Facility/Infrastructure Attack,Police,FARC-EP dissidents,Sabotage Equipment,1,8,Facility/Infrastructure Attack targeting Police in Santiago; 1 fatalities. Claim by FARC-EP dissidents.
1970001916,2017,3,9,Honduras,Central America & Caribbean,Tegucigalpa,Hostage Taking (Kidnapping),Private Citizens & Property,Local insurgent cell,Vehicle (non-explosive),11,21,Local insurgent cell attacked Private Citizens & Property in Tegucigalpa using vehicle (non-explosive). 11 killed and 21 wounded reported.
